filepath,class_id,class_name,source_dataset,original_split
asl_clean/train/0/combine_asl_hand1_0_bot_seg_1_cropped.jpeg,0,0,combine_asl,all
asl_clean/train/0/combine_asl_hand1_0_bot_seg_2_cropped.jpeg,0,0,combine_asl,all
asl_clean/train/0/combine_asl_hand1_0_bot_seg_3_cropped.jpeg,0,0,combine_asl,all
asl_clean/train/0/combine_asl_hand1_0_bot_seg_4_cropped.jpeg,0,0,combine_asl,all
asl_clean/train/0/combine_asl_hand1_0_bot_seg_5_cropped.jpeg,0,0,combine_asl,all
asl_clean/train/0/combine_asl_hand1_0_dif_seg_1_cropped.jpeg,0,0,combine_asl,all
asl_clean/train/0/combine_asl_hand1_0_dif_seg_2_cropped.jpeg,0,0,combine_asl,all
asl_clean/train/0/combine_asl_hand1_0_dif_seg_3_cropped.jpeg,0,0,combine_asl,all
asl_clean/train/0/combine_asl_hand1_0_dif_seg_4_cropped.jpeg,0,0,combine_asl,all
asl_clean/train/0/combine_asl_hand1_0_dif_seg_5_cropped.jpeg,0,0,combine_asl,all
asl_clean/train/0/combine_asl_hand1_0_top_seg_1_cropped.jpeg,0,0,combine_asl,all
asl_clean/train/0/combine_asl_hand1_0_top_seg_2_cropped.jpeg,0,0,combine_asl,all
asl_clean/train/0/combine_asl_hand1_0_top_seg_3_cropped.jpeg,0,0,combine_asl,all
asl_clean/train/0/combine_asl_hand2_0_bot_seg_1_cropped.jpeg,0,0,combine_asl,all
asl_clean/train/0/combine_asl_hand2_0_bot_seg_2_cropped.jpeg,0,0,combine_asl,all
asl_clean/train/0/combine_asl_hand2_0_bot_seg_3_cropped.jpeg,0,0,combine_asl,all
asl_clean/train/0/combine_asl_hand2_0_bot_seg_4_cropped.jpeg,0,0,combine_asl,all
asl_clean/train/0/combine_asl_hand2_0_bot_seg_5_cropped.jpeg,0,0,combine_asl,all
asl_clean/train/0/combine_asl_hand2_0_dif_seg_1_cropped.jpeg,0,0,combine_asl,all
asl_clean/train/0/combine_asl_hand2_0_dif_seg_2_cropped.jpeg,0,0,combine_asl,all
asl_clean/train/0/combine_asl_hand2_0_dif_seg_3_cropped.jpeg,0,0,combine_asl,all
asl_clean/train/0/combine_asl_hand2_0_dif_seg_4_cropped.jpeg,0,0,combine_asl,all
asl_clean/train/0/combine_asl_hand2_0_dif_seg_5_cropped.jpeg,0,0,combine_asl,all
asl_clean/train/0/combine_asl_hand2_0_left_seg_1_cropped.jpeg,0,0,combine_asl,all
asl_clean/train/0/combine_asl_hand2_0_left_seg_2_cropped.jpeg,0,0,combine_asl,all
asl_clean/train/0/combine_asl_hand2_0_left_seg_3_cropped.jpeg,0,0,combine_asl,all
asl_clean/train/0/combine_asl_hand2_0_left_seg_4_cropped.jpeg,0,0,combine_asl,all
asl_clean/train/0/combine_asl_hand2_0_left_seg_5_cropped.jpeg,0,0,combine_asl,all
asl_clean/train/0/combine_asl_hand2_0_right_seg_1_cropped.jpeg,0,0,combine_asl,all
asl_clean/train/0/combine_asl_hand2_0_right_seg_2_cropped.jpeg,0,0,combine_asl,all
asl_clean/train/0/combine_asl_hand2_0_right_seg_3_cropped.jpeg,0,0,combine_asl,all
asl_clean/train/0/combine_asl_hand2_0_right_seg_4_cropped.jpeg,0,0,combine_asl,all
asl_clean/train/0/combine_asl_hand2_0_right_seg_5_cropped.jpeg,0,0,combine_asl,all
asl_clean/train/0/combine_asl_hand2_0_top_seg_1_cropped.jpeg,0,0,combine_asl,all
asl_clean/train/0/combine_asl_hand2_0_top_seg_2_cropped.jpeg,0,0,combine_asl,all
asl_clean/train/0/combine_asl_hand2_0_top_seg_3_cropped.jpeg,0,0,combine_asl,all
asl_clean/train/0/combine_asl_hand2_0_top_seg_4_cropped.jpeg,0,0,combine_asl,all
asl_clean/train/0/combine_asl_hand3_0_dif_seg_1_cropped.jpeg,0,0,combine_asl,all
asl_clean/train/0/combine_asl_hand3_0_dif_seg_2_cropped.jpeg,0,0,combine_asl,all
asl_clean/train/0/combine_asl_hand3_0_dif_seg_3_cropped.jpeg,0,0,combine_asl,all
asl_clean/train/0/combine_asl_hand3_0_dif_seg_4_cropped.jpeg,0,0,combine_asl,all
asl_clean/train/0/combine_asl_hand3_0_dif_seg_5_cropped.jpeg,0,0,combine_asl,all
asl_clean/train/0/combine_asl_hand4_0_bot_seg_2_cropped.jpeg,0,0,combine_asl,all
asl_clean/train/0/combine_asl_hand4_0_bot_seg_3_cropped.jpeg,0,0,combine_asl,all
asl_clean/train/0/combine_asl_hand4_0_bot_seg_4_cropped.jpeg,0,0,combine_asl,all
asl_clean/train/0/combine_asl_hand4_0_bot_seg_5_cropped.jpeg,0,0,combine_asl,all
asl_clean/train/0/combine_asl_hand5_0_bot_seg_1_cropped.jpeg,0,0,combine_asl,all
asl_clean/train/0/combine_asl_hand5_0_bot_seg_2_cropped.jpeg,0,0,combine_asl,all
asl_clean/train/0/combine_asl_hand5_0_bot_seg_3_cropped.jpeg,0,0,combine_asl,all
asl_clean/train/0/combine_asl_hand5_0_dif_seg_2_cropped.jpeg,0,0,combine_asl,all
asl_clean/train/0/combine_asl_hand5_0_dif_seg_3_cropped.jpeg,0,0,combine_asl,all
asl_clean/train/0/combine_asl_hand5_0_dif_seg_4_cropped.jpeg,0,0,combine_asl,all
asl_clean/train/0/combine_asl_hand5_0_dif_seg_5_cropped.jpeg,0,0,combine_asl,all
asl_clean/train/1/combine_asl_hand1_1_bot_seg_1_cropped.jpeg,1,1,combine_asl,all
asl_clean/train/1/combine_asl_hand1_1_bot_seg_2_cropped.jpeg,1,1,combine_asl,all
asl_clean/train/1/combine_asl_hand1_1_bot_seg_3_cropped.jpeg,1,1,combine_asl,all
asl_clean/train/1/combine_asl_hand1_1_bot_seg_4_cropped.jpeg,1,1,combine_asl,all
asl_clean/train/1/combine_asl_hand1_1_bot_seg_5_cropped.jpeg,1,1,combine_asl,all
asl_clean/train/1/combine_asl_hand1_1_right_seg_1_cropped.jpeg,1,1,combine_asl,all
asl_clean/train/1/combine_asl_hand1_1_right_seg_2_cropped.jpeg,1,1,combine_asl,all
asl_clean/train/1/combine_asl_hand1_1_right_seg_3_cropped.jpeg,1,1,combine_asl,all
asl_clean/train/1/combine_asl_hand1_1_right_seg_4_cropped.jpeg,1,1,combine_asl,all
asl_clean/train/1/combine_asl_hand1_1_right_seg_5_cropped.jpeg,1,1,combine_asl,all
asl_clean/train/1/combine_asl_hand1_1_top_seg_1_cropped.jpeg,1,1,combine_asl,all
asl_clean/train/1/combine_asl_hand1_1_top_seg_2_cropped.jpeg,1,1,combine_asl,all
asl_clean/train/1/combine_asl_hand1_1_top_seg_3_cropped.jpeg,1,1,combine_asl,all
asl_clean/train/1/combine_asl_hand1_1_top_seg_4_cropped.jpeg,1,1,combine_asl,all
asl_clean/train/1/combine_asl_hand1_1_top_seg_5_cropped.jpeg,1,1,combine_asl,all
asl_clean/train/1/combine_asl_hand2_1_bot_seg_1_cropped.jpeg,1,1,combine_asl,all
asl_clean/train/1/combine_asl_hand2_1_bot_seg_2_cropped.jpeg,1,1,combine_asl,all
asl_clean/train/1/combine_asl_hand2_1_bot_seg_3_cropped.jpeg,1,1,combine_asl,all
asl_clean/train/1/combine_asl_hand2_1_bot_seg_4_cropped.jpeg,1,1,combine_asl,all
asl_clean/train/1/combine_asl_hand2_1_bot_seg_5_cropped.jpeg,1,1,combine_asl,all
asl_clean/train/1/combine_asl_hand2_1_right_seg_1_cropped.jpeg,1,1,combine_asl,all
asl_clean/train/1/combine_asl_hand2_1_right_seg_2_cropped.jpeg,1,1,combine_asl,all
asl_clean/train/1/combine_asl_hand2_1_right_seg_3_cropped.jpeg,1,1,combine_asl,all
asl_clean/train/1/combine_asl_hand2_1_right_seg_4_cropped.jpeg,1,1,combine_asl,all
